run_id,approach,generator,repeat,question_id,category,difficulty,knowledge_type,classification,lexical_sim,semantic_sim,latency_ms,tokens_in,tokens_out,estimated_cost,source_covered,error,judge_claude-sonnet-4-6_correctness,judge_claude-sonnet-4-6_completeness,judge_claude-sonnet-4-6_groundedness,judge_claude-sonnet-4-6_clarity,judge_claude-sonnet-4-6_average,judge_gpt-5.5_correctness,judge_gpt-5.5_completeness,judge_gpt-5.5_groundedness,judge_gpt-5.5_clarity,judge_gpt-5.5_average,judge_grok-build-0.1_correctness,judge_grok-build-0.1_completeness,judge_grok-build-0.1_groundedness,judge_grok-build-0.1_clarity,judge_grok-build-0.1_average,panel_average,crossfamily_average
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q102,factual,easy,factual,incorrect,0.371524,,9194.318,3,364,0.005469,1,,1,1,2,3,1.75,1,1,1,3,1.5,1,1,1,3,1.5,1.5833,1.5
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q103,relational,hard,architectural,correct,0.376543,,7163.584,488,353,0.006759,1,,1,1,3,3,2.0,1,0,1,3,1.25,1,1,3,3,2.0,1.75,1.625
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q104,ambiguous,hard,operational,partial,0.392037,,7600.862,203,325,0.005484,1,,1,1,2,3,1.75,1,1,3,3,2.0,2,1,3,3,2.25,2.0,2.125
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q105,discovery,hard,architectural,partial,0.329573,,8931.788,559,376,0.007317,1,,1,1,2,2,1.5,1,0,3,3,1.75,2,1,3,3,2.25,1.8333,2.0
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q106,factual,easy,factual,partial,0.410509,,4124.674,229,166,0.003177,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,2,3,3,2.75,2.25,2.25
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q107,impact,hard,operational,incorrect,0.287293,,13014.188,3,691,0.010374,1,,3,3,3,3,3.0,3,2,2,3,2.5,3,2,3,3,2.75,2.75,2.625
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q108,factual,easy,factual,partial,0.515419,,2926.12,335,83,0.00225,1,,1,1,3,3,2.0,1,0,3,3,1.75,2,1,3,3,2.25,2.0,2.0
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q109,ambiguous,hard,mixed,partial,0.399611,,8926.923,174,336,0.005562,1,,1,1,2,3,1.75,2,1,3,3,2.25,2,1,3,3,2.25,2.0833,2.25
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q110,explanatory,medium,architectural,partial,0.45035,,5350.884,569,217,0.004962,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,2,3,3,2.75,2.25,2.25
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q111,relational,medium,relational,incorrect,0.342705,,11123.837,3,519,0.007794,1,,2,2,3,3,2.5,2,1,2,3,2.0,1,1,1,1,1.0,1.8333,1.5
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q112,relational,medium,relational,incorrect,0.315747,,10204.082,3,489,0.007344,1,,2,1,3,3,2.25,1,1,3,3,2.0,3,2,3,3,2.75,2.3333,2.375
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q113,discovery,hard,architectural,incorrect,0.288631,,12318.66,555,585,0.01044,1,,2,2,3,3,2.5,1,1,3,3,2.0,2,2,3,3,2.5,2.3333,2.25
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q114,impact,medium,operational,partial,0.372281,,8698.74,432,335,0.006321,1,,1,1,3,3,2.0,2,1,3,3,2.25,1,1,3,3,2.0,2.0833,2.125
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q115,relational,easy,relational,incorrect,0.294867,,11152.799,3,721,0.010824,1,,2,3,2,3,2.5,2,2,2,3,2.25,3,2,2,3,2.5,2.4167,2.375
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q116,factual,easy,factual,partial,0.4414,,6035.709,3,265,0.003984,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,2,3,3,2.75,2.8333,2.75
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q117,ambiguous,hard,mixed,partial,0.306856,,15243.426,3,700,0.010509,1,,2,2,3,3,2.5,2,1,3,3,2.25,3,2,3,3,2.75,2.5,2.5
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q118,factual,easy,factual,incorrect,0.395604,,3619.216,217,129,0.002586,1,,1,1,3,3,2.0,0,0,3,3,1.5,3,2,3,3,2.75,2.0833,2.125
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q119,discovery,hard,architectural,partial,0.4154,,7365.042,203,307,0.005214,1,,1,1,2,3,1.75,2,1,3,3,2.25,2,1,3,3,2.25,2.0833,2.25
structured__claude-sonnet-4-6__r1__20260620T233801-63532e,structured,claude-sonnet-4-6,1,Q120,impact,hard,operational,partial,0.465641,,13950.61,223,281,0.004884,1,,1,1,2,3,1.75,1,1,3,3,2.0,2,1,3,3,2.25,2.0,2.125
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q001,factual,easy,factual,correct,0.460177,,3262.841,3,75,0.001134,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q002,factual,easy,factual,incorrect,0.352201,,5742.358,3,231,0.003474,1,,2,2,3,3,2.5,2,1,2,3,2.0,2,2,3,3,2.5,2.3333,2.25
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q003,factual,easy,factual,incorrect,0.328267,,7249.579,3,353,0.005304,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,3,3,3,3.0,2.9167,2.875
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q004,factual,easy,factual,incorrect,0.365264,,4918.271,860,230,0.00603,1,,3,3,2,3,2.75,2,2,1,3,2.0,3,2,1,3,2.25,2.3333,2.125
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q005,factual,easy,factual,partial,0.438596,,3550.774,353,107,0.002664,1,,0,0,2,3,1.25,1,0,2,3,1.5,1,1,3,3,2.0,1.5833,1.75
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q006,factual,easy,factual,incorrect,0.298292,,6640.56,559,322,0.006507,1,,1,1,2,3,1.75,1,1,2,3,1.75,1,1,2,3,1.75,1.75,1.75
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q007,factual,medium,factual,partial,0.409231,,5465.426,163,205,0.003564,1,,1,1,3,3,2.0,1,1,3,3,2.0,1,1,3,3,2.0,2.0,2.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q008,relational,medium,relational,incorrect,0.339934,,7968.24,566,344,0.006858,1,,1,1,2,2,1.5,1,0,2,3,1.5,2,1,3,3,2.25,1.75,1.875
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q009,relational,easy,relational,correct,0.352327,,8164.359,3,442,0.006639,1,,3,3,3,3,3.0,3,2,2,3,2.5,3,3,3,3,3.0,2.8333,2.75
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q010,relational,hard,relational,correct,0.386807,,7370.604,3,364,0.005469,1,,2,2,3,3,2.5,1,1,2,3,1.75,1,1,2,3,1.75,2.0,1.75
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q011,relational,medium,relational,incorrect,0.2845,,13039.079,3,716,0.010749,1,,2,3,3,3,2.75,2,2,2,3,2.25,2,2,3,3,2.5,2.5,2.375
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q012,relational,easy,relational,partial,0.395137,,6859.468,754,292,0.006642,1,,1,1,3,3,2.0,1,1,3,3,2.0,2,1,3,3,2.25,2.0833,2.125
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q013,relational,easy,relational,incorrect,0.329016,,14499.72,3,702,0.010539,1,,2,3,3,3,2.75,2,2,2,3,2.25,2,3,2,3,2.5,2.5,2.375
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q014,relational,hard,architectural,partial,0.463094,,6686.162,396,264,0.005148,1,,1,1,3,3,2.0,1,0,1,3,1.25,3,2,2,3,2.5,1.9167,1.875
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q015,explanatory,hard,architectural,correct,0.507565,,4951.429,320,175,0.003585,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,1,3,3,2.5,2.1667,2.125
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q016,explanatory,hard,architectural,correct,0.306424,,15004.604,3,723,0.010854,1,,3,3,3,3,3.0,3,3,2,3,2.75,3,3,3,3,3.0,2.9167,2.875
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q017,explanatory,medium,architectural,partial,0.491304,,4903.835,3,159,0.002394,1,,3,3,3,3,3.0,1,0,2,3,1.5,3,1,3,3,2.5,2.3333,2.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q018,explanatory,medium,architectural,incorrect,0.24398,,16225.813,3,746,0.011199,1,,2,2,3,3,2.5,3,2,2,3,2.5,3,2,3,3,2.75,2.5833,2.625
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q019,explanatory,medium,operational,correct,0.456121,,7017.688,3,312,0.004689,1,,3,3,3,3,3.0,1,1,2,3,1.75,3,3,3,3,3.0,2.5833,2.375
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q020,explanatory,hard,mixed,partial,0.346338,,10918.408,563,473,0.008784,1,,1,1,3,3,2.0,1,0,3,3,1.75,2,1,3,3,2.25,2.0,2.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q021,explanatory,hard,architectural,correct,0.363109,,11392.823,3,598,0.008979,1,,2,2,3,3,2.5,3,2,3,3,2.75,3,3,3,3,3.0,2.75,2.875
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q022,impact,hard,mixed,correct,0.39034,,11147.671,476,475,0.008553,1,,2,3,3,3,2.75,2,1,3,3,2.25,2,2,3,3,2.5,2.5,2.375
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q023,impact,hard,mixed,correct,0.445127,,9820.741,3,383,0.005754,1,,3,3,3,3,3.0,2,2,2,3,2.25,3,2,3,3,2.75,2.6667,2.5
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q024,impact,medium,architectural,correct,0.505716,,6403.105,171,181,0.003228,1,,0,0,1,3,1.0,1,0,3,3,1.75,2,1,3,3,2.25,1.6667,2.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q025,impact,medium,operational,partial,0.471587,,4544.39,165,168,0.003015,1,,0,0,3,3,1.5,1,0,3,3,1.75,2,1,3,3,2.25,1.8333,2.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q026,impact,hard,mixed,correct,0.401382,,12484.913,947,537,0.010896,1,,2,2,3,3,2.5,1,1,2,3,1.75,1,1,2,3,1.75,2.0,1.75
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q027,impact,medium,mixed,correct,0.31585,,16729.023,3,711,0.010674,1,,3,3,3,3,3.0,2,2,2,3,2.25,2,2,1,3,2.0,2.4167,2.125
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q028,impact,medium,mixed,correct,0.308333,,12563.661,3,596,0.008949,1,,2,2,3,3,2.5,1,1,2,3,1.75,1,1,3,3,2.0,2.0833,1.875
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q029,discovery,easy,factual,correct,0.487948,,5965.04,973,285,0.007194,1,,2,1,3,3,2.25,1,1,1,3,1.5,2,1,3,3,2.25,2.0,1.875
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q030,discovery,medium,relational,partial,0.338103,,7607.998,624,317,0.006627,1,,1,0,3,3,1.75,1,0,3,3,1.75,3,2,3,3,2.75,2.0833,2.25
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q031,discovery,medium,operational,correct,0.499232,,4832.718,897,161,0.005106,1,,1,0,3,3,1.75,1,0,3,3,1.75,3,2,3,3,2.75,2.0833,2.25
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q032,discovery,easy,factual,partial,0.478036,,2589.953,684,94,0.003462,1,,3,2,3,3,2.75,3,3,3,3,3.0,3,3,3,3,3.0,2.9167,3.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q033,discovery,hard,architectural,partial,0.38342,,9757.087,566,412,0.007878,1,,1,1,2,3,1.75,1,0,2,3,1.5,2,1,3,3,2.25,1.8333,1.875
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q034,discovery,medium,operational,partial,0.484848,,5210.986,552,182,0.004386,1,,2,1,3,3,2.25,2,1,3,3,2.25,3,2,3,3,2.75,2.4167,2.5
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q035,ambiguous,medium,mixed,partial,0.367209,,11665.029,664,551,0.010257,1,,1,1,2,3,1.75,1,1,2,3,1.75,1,1,3,3,2.0,1.8333,1.875
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q036,ambiguous,hard,mixed,correct,0.323047,,14492.183,3,677,0.010164,1,,2,2,3,3,2.5,2,1,2,3,2.0,2,1,2,3,2.0,2.1667,2.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q037,ambiguous,hard,mixed,partial,0.434275,,8185.085,441,325,0.006198,1,,1,1,3,3,2.0,1,1,2,3,1.75,3,2,3,3,2.75,2.1667,2.25
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q038,ambiguous,easy,operational,partial,0.424795,,7244.905,363,332,0.006069,1,,1,1,3,3,2.0,1,0,2,3,1.5,1,0,3,3,1.75,1.75,1.625
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q039,ambiguous,easy,operational,correct,0.478816,,4564.252,205,173,0.00321,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,2,3,3,2.75,2.25,2.25
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q040,ambiguous,hard,mixed,correct,0.381967,,9496.661,3,476,0.007149,1,,2,2,3,3,2.5,2,1,2,3,2.0,2,1,2,3,2.0,2.1667,2.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q041,factual,easy,factual,correct,0.427547,,3558.786,507,119,0.003306,1,,3,3,3,3,3.0,3,3,3,3,3.0,3,2,3,3,2.75,2.9167,2.875
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q042,explanatory,medium,architectural,partial,0.38821,,6348.446,562,237,0.005241,1,,1,1,3,3,2.0,1,0,3,3,1.75,0,0,3,3,1.5,1.75,1.625
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q043,factual,medium,relational,partial,0.402799,,5416.636,3,234,0.003519,1,,1,1,2,3,1.75,1,1,1,3,1.5,1,1,0,3,1.25,1.5,1.375
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q044,impact,hard,architectural,correct,0.377358,,8211.856,577,384,0.007491,1,,3,3,3,3,3.0,2,2,2,3,2.25,3,2,3,3,2.75,2.6667,2.5
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q045,factual,easy,operational,incorrect,0.31013,,8350.68,622,408,0.007986,1,,1,1,3,3,2.0,1,1,2,3,1.75,2,1,3,3,2.25,2.0,2.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q046,relational,hard,architectural,incorrect,0.289759,,17887.852,735,794,0.014115,1,,1,1,3,3,2.0,1,0,2,3,1.5,1,1,3,3,2.0,1.8333,1.75
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q047,factual,easy,factual,partial,0.56681,,3052.525,282,90,0.002196,1,,1,0,3,3,1.75,0,0,2,3,1.25,2,1,3,3,2.25,1.75,1.75
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q048,explanatory,medium,operational,partial,0.384449,,7603.78,514,330,0.006492,1,,1,1,3,3,2.0,1,0,3,3,1.75,2,1,3,3,2.25,2.0,2.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q049,discovery,hard,mixed,incorrect,0.251385,,13913.471,867,705,0.013176,1,,2,2,3,3,2.5,1,1,1,3,1.5,1,1,2,3,1.75,1.9167,1.625
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q050,explanatory,easy,operational,correct,0.340616,,7476.474,923,316,0.007509,1,,3,2,3,3,2.75,1,0,1,3,1.25,2,1,3,3,2.25,2.0833,1.75
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q051,explanatory,medium,architectural,partial,0.384567,,7458.029,567,263,0.005646,1,,1,1,3,3,2.0,1,0,3,3,1.75,3,1,3,3,2.5,2.0833,2.125
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q052,factual,easy,factual,partial,0.49151,,4229.349,312,155,0.003261,1,,1,1,3,3,2.0,1,0,1,3,1.25,3,2,3,3,2.75,2.0,2.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q053,impact,hard,architectural,partial,0.370837,,9107.447,549,401,0.007662,1,,1,1,2,3,1.75,1,1,2,3,1.75,2,1,3,3,2.25,1.9167,2.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q054,relational,medium,relational,partial,0.484749,,5662.648,572,216,0.004956,1,,2,3,3,3,2.75,2,2,3,3,2.5,2,2,3,3,2.5,2.5833,2.5
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q055,explanatory,hard,architectural,partial,0.429872,,6097.903,303,235,0.004434,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,1,3,3,2.5,2.1667,2.125
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q056,factual,easy,factual,incorrect,0.363316,,7944.994,3,300,0.004509,1,,2,1,3,3,2.25,1,1,3,3,2.0,2,1,3,3,2.25,2.1667,2.125
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q057,impact,hard,architectural,partial,0.369393,,9513.337,225,424,0.007035,1,,1,1,2,3,1.75,1,1,3,3,2.0,3,2,3,3,2.75,2.1667,2.375
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q058,factual,easy,factual,incorrect,0.338606,,6279.076,3,379,0.005694,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,3,3,3,3.0,2.9167,2.875
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q059,relational,hard,mixed,incorrect,0.294813,,14321.543,511,649,0.011268,1,,1,1,2,3,1.75,1,0,1,3,1.25,2,1,2,3,2.0,1.6667,1.625
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q060,impact,easy,factual,partial,0.422101,,4267.944,222,169,0.003201,1,,1,1,3,3,2.0,1,0,3,3,1.75,3,2,3,3,2.75,2.1667,2.25
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q061,relational,medium,relational,incorrect,0.328558,,8517.398,3,398,0.005979,1,,1,1,3,3,2.0,1,1,2,3,1.75,1,1,3,3,2.0,1.9167,1.875
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q062,explanatory,hard,mixed,partial,0.384582,,9838.947,3,443,0.006654,1,,1,1,2,3,1.75,1,1,1,3,1.5,2,1,1,3,1.75,1.6667,1.625
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q063,relational,medium,relational,correct,0.395433,,7731.443,594,352,0.007062,1,,3,2,3,3,2.75,1,1,1,3,1.5,2,1,1,3,1.75,2.0,1.625
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q064,discovery,hard,architectural,partial,0.373762,,10829.0,3,464,0.006969,1,,2,1,3,3,2.25,2,1,3,3,2.25,3,2,3,3,2.75,2.4167,2.5
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q065,explanatory,medium,architectural,partial,0.444444,,5048.108,279,176,0.003477,1,,1,0,2,3,1.5,1,0,2,3,1.5,3,1,3,3,2.5,1.8333,2.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q066,discovery,medium,mixed,partial,0.396216,,7725.813,420,318,0.00603,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,2,3,3,2.75,2.8333,2.75
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q067,explanatory,hard,mixed,partial,0.365854,,7857.569,617,328,0.006771,1,,1,1,3,3,2.0,1,0,1,3,1.25,1,1,3,3,2.0,1.75,1.625
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q068,impact,hard,mixed,partial,0.353777,,13374.751,563,543,0.009834,1,,2,2,3,3,2.5,1,1,0,3,1.25,1,1,1,3,1.5,1.75,1.375
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q069,relational,easy,relational,partial,0.418239,,5148.711,3,231,0.003474,1,,2,3,1,3,2.25,2,2,1,3,2.0,2,2,1,3,2.0,2.0833,2.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q070,impact,hard,mixed,incorrect,0.249187,,17979.061,572,872,0.014796,1,,2,2,3,3,2.5,2,1,1,3,1.75,2,2,1,3,2.0,2.0833,1.875
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q071,relational,medium,relational,incorrect,0.290898,,14125.483,991,696,0.013413,1,,2,3,2,3,2.5,1,2,1,3,1.75,1,1,1,3,1.5,1.9167,1.625
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q072,ambiguous,medium,architectural,partial,0.344691,,10697.718,3,527,0.007914,1,,2,2,3,3,2.5,2,1,2,3,2.0,3,2,3,3,2.75,2.4167,2.375
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q073,discovery,easy,factual,partial,0.389368,,5512.581,168,238,0.004074,1,,2,1,3,3,2.25,1,1,3,3,2.0,2,1,3,3,2.25,2.1667,2.125
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q074,ambiguous,hard,architectural,partial,0.374692,,11796.674,3,565,0.008484,1,,1,1,1,1,1.0,1,1,1,1,1.0,1,1,1,1,1.0,1.0,1.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q075,discovery,medium,mixed,partial,0.38506,,7214.041,731,308,0.006813,1,,1,1,3,3,2.0,1,1,3,3,2.0,3,2,3,3,2.75,2.25,2.375
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q076,discovery,hard,architectural,correct,0.339513,,12086.822,681,492,0.009423,1,,1,1,3,3,2.0,1,0,1,2,1.0,1,1,1,3,1.5,1.5,1.25
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q077,explanatory,medium,relational,partial,0.429201,,6171.365,171,269,0.004548,1,,2,2,3,3,2.5,3,2,3,3,2.75,3,2,3,3,2.75,2.6667,2.75
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q078,ambiguous,medium,architectural,partial,0.426078,,7730.464,562,335,0.006711,1,,2,1,3,3,2.25,1,0,3,3,1.75,2,1,3,3,2.25,2.0833,2.0
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q079,impact,hard,operational,partial,0.389108,,10999.808,312,481,0.008151,1,,2,2,3,3,2.5,2,1,3,3,2.25,2,1,3,3,2.25,2.3333,2.25
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q080,ambiguous,easy,architectural,partial,0.417449,,7577.664,566,375,0.007323,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q081,relational,hard,architectural,incorrect,0.233677,,12196.691,924,579,0.011457,1,,1,1,2,3,1.75,1,1,1,3,1.5,1,1,1,3,1.5,1.5833,1.5
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q082,discovery,hard,mixed,incorrect,0.206114,,14917.244,3,868,0.013029,1,,1,1,2,3,1.75,1,1,1,3,1.5,1,1,1,3,1.5,1.5833,1.5
structured__claude-sonnet-4-6__r2__20260623T002044-a6ab90,structured,claude-sonnet-4-6,2,Q083,impact,hard,operational,incorrect,0.280999,,10236.357,3,469,0.007044,1,,2,2,3,3,2.5,2,1,2,3,2.0,1,1,3,3,2.0,2.1667,2.0
